T(K),Rs(Ohmsq)
170.01,4656.65071
170.02,4657.01191
170.04,4656.80969
170.03,4658.43938
170.06,4657.13266
170.05,4657.39677
170.08,4659.0859
170.08,4656.9875
170.1,4656.04861
170.09,4658.77251
170.1,4660.15493
170.12,4658.52139
170.13,4659.30334
170.14,4660.20307
170.14,4659.7786
170.17,4659.38147
170.16,4659.44876
170.17,4660.6779
170.18,4660.39874
170.2,4659.71214
170.21,4661.41133
170.22,4661.47194
170.23,4660.85122
170.25,4659.74586
170.26,4660.90184
170.26,4660.71043
170.27,4660.11553
170.27,4661.65434
170.27,4661.44116
170.29,4662.92882
170.3,4662.10214
170.32,4661.81053
170.31,4662.41927
170.33,4662.83143
170.35,4662.23622
170.35,4663.74869
170.35,4664.19306
170.37,4663.22204
170.39,4662.75184
170.38,4663.03853
170.4,4663.93243
170.42,4663.16162
170.44,4663.96024
170.45,4663.68362
170.44,4664.41518
170.46,4665.63834
170.46,4664.874
170.47,4663.92585
170.46,4665.18561
170.5,4664.8483
170.49,4667.20435
170.5,4666.09501
170.52,4666.05152
170.53,4666.54405
170.54,4665.58575
170.55,4665.96642
170.56,4666.24988
170.57,4666.89372
170.56,4667.57796
170.58,4667.484
170.6,4667.41475
170.61,4668.05104
170.63,4668.17443
170.64,4667.9281
170.63,4667.69637
170.64,4667.84765
170.65,4668.01822
170.67,4666.667
170.67,4668.64116
170.69,4670.89057
170.68,4670.60914
170.71,4669.51007
170.71,4669.66968
170.72,4669.4989
170.75,4669.29364
170.72,4671.04536
170.76,4670.5829
170.77,4671.77718
170.79,4671.26867
170.77,4671.04838
170.79,4671.59864
170.8,4671.05052
170.82,4671.29893
170.81,4671.20161
170.82,4671.71952
170.84,4671.92436
170.85,4672.19761
170.85,4672.96638
170.87,4672.93536
170.88,4671.89959
170.88,4672.3263
170.89,4671.81033
170.9,4672.05742
170.92,4674.30345
170.92,4673.29206
170.94,4674.4567
170.94,4673.74126
170.96,4672.97239
170.97,4674.85489
170.97,4675.13455
170.99,4674.09274
171,4674.21313
171,4675.67113
171.02,4673.3101
171.02,4675.43073
171.06,4675.43665
171.03,4675.64625
171.05,4677.4872
171.07,4676.17003
171.07,4675.78563
171.08,4676.4599
171.1,4678.07154
171.11,4675.64379
171.11,4677.16233
171.13,4676.51657
171.12,4677.92705
171.14,4678.00017
171.16,4677.18349
171.16,4677.58608
171.17,4677.57606
171.2,4679.5517
171.2,4677.94925
171.2,4679.40958
171.22,4678.58488
171.23,4677.43684
171.22,4679.28714
171.25,4680.62431
171.26,4681.25603
171.27,4678.98465
171.27,4680.28635
171.27,4680.43186
171.3,4678.61793
171.31,4680.87957
171.33,4680.78532
171.32,4680.92559
171.33,4680.68183
171.34,4680.68646
171.39,4683.09405
171.37,4681.55488
171.36,4680.34482
171.39,4682.63635
171.4,4681.53766
171.4,4681.46529
171.42,4682.99328
171.42,4683.26838
171.44,4682.40551
171.45,4681.28413
171.45,4682.08485
171.48,4683.71218
171.48,4682.43266
171.49,4684.1369
171.5,4683.18973
171.52,4683.497
171.51,4683.35169
171.54,4683.4343
171.54,4685.69974
171.56,4684.93529
171.55,4683.29028
171.56,4684.80768
171.59,4685.44863
171.6,4684.95732
171.59,4685.56718
171.62,4685.45429
171.63,4686.54631
171.64,4686.50958
171.63,4686.60667
171.64,4686.11751
171.66,4686.1335
171.67,4687.42755
171.68,4688.3068
171.69,4686.14114
171.7,4686.28784
171.7,4687.10425
171.72,4687.71988
171.73,4688.29725
171.75,4687.978
171.75,4688.85116
171.77,4688.28428
171.77,4687.02753
171.79,4687.73283
171.79,4688.90534
171.81,4689.4347
171.8,4688.74249
171.82,4690.426
171.83,4690.25826
171.83,4690.2341
171.85,4689.68618
171.86,4688.10759
171.86,4689.98349
171.86,4689.56436
171.89,4690.22506
171.92,4691.25653
171.92,4689.90007
171.92,4692.42057
171.93,4691.13307
171.96,4690.74453
171.94,4691.41757
171.96,4691.64786
171.96,4692.53279
171.98,4692.19906
172,4692.36956
172.01,4691.8137
172,4692.05892
172.02,4693.05222
172.03,4691.4083
172.03,4693.29072
172.05,4695.37616
172.05,4693.11047
172.09,4693.88677
172.09,4694.03791
172.09,4695.12084
172.1,4692.56372
172.12,4694.37324
172.13,4695.55915
172.13,4693.33406
172.13,4696.49912
172.15,4696.85804
172.17,4694.84691
172.17,4694.44193
172.18,4694.94815
172.19,4694.22117
172.2,4695.95838
172.22,4696.577
172.24,4695.25572
172.23,4696.18031
172.24,4697.29902
172.25,4696.43296
172.26,4695.8327
172.27,4698.23354
172.3,4698.3597
172.31,4698.05806
172.31,4696.26413
172.33,4697.27816
172.33,4697.91917
172.33,4697.53161
172.34,4699.03234
172.36,4698.43328
172.36,4699.73245
172.38,4698.64172
172.39,4698.81767
172.4,4698.18603
172.41,4700.47045
172.43,4699.28415
172.42,4698.92424
172.44,4699.31808
172.45,4700.58731
172.46,4699.12343
172.47,4700.57507
172.5,4701.10291
172.49,4700.63768
172.5,4699.94839
172.5,4700.50152
172.53,4700.63931
172.53,4700.59358
172.53,4701.35797
172.54,4702.42826
172.56,4701.88994
172.56,4701.76567
172.58,4701.87936
172.58,4702.40199
172.6,4702.89015
172.61,4703.00827
172.64,4703.12986
172.63,4701.76693
172.64,4702.97265
172.67,4703.41509
172.67,4703.81568
172.67,4704.0211
172.69,4704.27236
172.69,4703.201
172.7,4704.22418
172.72,4705.25427
172.72,4703.79538
172.74,4704.89447
172.74,4704.89325
172.74,4703.95632
172.76,4703.80144
172.77,4704.13743
172.78,4704.78748
172.78,4706.34178
172.79,4707.36091
172.81,4705.84735
172.81,4706.13251
172.83,4706.39443
172.84,4706.12593
172.84,4705.91589
172.87,4707.09709
172.87,4705.46293
172.88,4706.05915
172.87,4708.18994
172.91,4707.06015
172.92,4707.08626
172.92,4708.34745
172.93,4707.58397
172.94,4707.27937
172.93,4707.7961
172.95,4708.79516
172.96,4707.1732
172.97,4709.67874
172.97,4708.79635
172.99,4708.45973
173,4708.48805
173.01,4708.86446
173.03,4710.03023
173.04,4709.16858
173.03,4710.26638
173.06,4709.16443
173.08,4711.73729
173.09,4710.45883
173.08,4709.56597
173.09,4711.08839
173.09,4710.10102
173.12,4709.44988
173.13,4711.13991
173.13,4710.99312
173.14,4711.31508
173.14,4711.86472
173.15,4712.81155
173.17,4712.06805
173.18,4712.91025
173.2,4712.15896
173.19,4713.1372
173.21,4714.08432
173.23,4712.30057
173.22,4713.21697
173.25,4713.12369
173.24,4712.13386
173.27,4713.01385
173.27,4714.20506
173.28,4714.28723
173.29,4714.41111
173.28,4715.56708
173.33,4713.69713
173.31,4713.33975
173.33,4714.38122
173.32,4716.14895
173.34,4715.02752
173.36,4714.29329
173.35,4715.59835
173.38,4716.21486
173.38,4716.62895
173.39,4714.95645
173.41,4717.29127
173.41,4716.40051
173.44,4716.29387
173.44,4716.41703
173.45,4716.64144
173.46,4716.72878
173.46,4716.8057
173.48,4718.23043
173.49,4717.98866
173.49,4718.05852
173.52,4718.02779
173.52,4717.7565
173.53,4718.95268
173.53,4718.52689
173.56,4718.00279
173.55,4719.16073
173.56,4718.36783
173.59,4717.59901
173.58,4719.43282
173.6,4719.77998
173.61,4718.69246
173.63,4719.45953
173.61,4720.51596
173.63,4720.82688
173.66,4721.0688
173.67,4720.60079
173.66,4720.00137
173.68,4721.405
173.69,4718.90738
173.71,4721.43331
173.71,4721.00628
173.73,4721.97197
173.72,4719.5516
173.74,4720.9739
173.74,4722.01029
173.76,4722.18453
173.76,4721.54671
173.78,4721.68159
173.79,4722.07182
173.81,4722.62743
173.81,4722.44927
173.83,4724.13734
173.81,4722.89722
173.82,4723.39172
173.87,4723.22101
173.86,4724.43847
173.87,4723.80967
173.88,4722.62832
173.88,4724.58346
173.9,4724.23855
173.9,4725.05499
173.91,4724.28983
173.93,4724.20968
173.95,4724.33867
173.93,4723.12477
173.97,4724.84853
173.96,4725.33583
173.98,4725.56596
173.98,4725.67547
173.99,4725.49735
174.01,4725.67086
174.04,4725.67102
174.02,4727.41553
174.03,4726.56858
174.06,4726.05414
174.06,4727.7128
174.06,4726.82679
174.08,4726.82699
174.09,4726.69795
174.08,4727.48775
174.11,4727.77702
174.12,4727.24941
174.14,4727.98073
174.13,4729.24602
174.15,4728.53155
174.16,4727.93117
174.17,4727.98736
174.17,4729.90923
174.18,4728.53371
174.18,4727.36832
174.22,4730.53596
174.23,4731.10814
174.22,4730.45063
174.24,4730.04481
174.26,4730.88924
174.25,4730.17563
174.26,4730.6721
174.29,4731.50901
174.29,4731.22431
174.29,4732.84259
174.31,4729.97593
174.32,4731.69185
174.33,4730.77477
174.34,4731.60464
174.34,4731.03561
174.36,4732.64165
174.38,4731.92747
174.38,4732.23188
174.39,4731.98325
174.4,4733.17053
174.4,4733.29036
174.42,4733.11089
174.43,4732.57805
174.44,4734.05729
174.45,4733.91324
174.48,4732.80497
174.48,4733.42751
174.48,4734.65336
174.51,4734.08574
174.5,4732.17068
174.51,4734.39309
174.51,4734.86657
174.52,4733.19154
174.56,4735.50664
174.55,4735.79564
174.56,4735.40713
174.57,4734.50604
174.58,4735.8684
174.57,4736.50937
174.59,4736.67567
174.61,4736.40829
174.61,4736.41143
174.64,4736.91448
174.65,4736.78243
174.65,4736.24027
174.67,4737.61321
174.67,4737.75458
174.68,4737.71387
174.7,4739.10383
174.7,4738.70598
174.72,4738.78723
174.72,4739.2645
174.73,4738.14313
174.74,4737.99868
174.76,4739.03338
174.76,4740.32743
174.77,4738.90982
174.79,4740.01075
174.8,4739.65012
174.79,4740.72747
174.81,4740.22966
174.81,4740.58254
174.84,4740.27256
174.84,4740.58899
174.86,4740.8829
174.85,4741.26024
174.88,4741.89383
174.86,4741.50552
174.89,4740.59352
174.88,4741.91163
174.91,4741.88622
174.92,4741.41872
174.92,4740.98504
174.94,4741.98016
174.95,4742.9629
174.96,4742.01946
174.97,4743.46898
174.97,4742.08391
175,4742.91823
175,4743.5843
175.02,4743.77322
175.02,4744.10587
175.03,4743.52989
175.05,4744.18709
175.05,4743.91178
175.07,4744.14673
175.07,4745.10552
175.09,4743.70633
175.08,4743.95145
175.11,4744.80911
175.12,4744.78297
175.13,4744.47804
175.13,4744.19465
175.15,4745.18282
175.15,4746.19685
175.14,4747.5917
175.17,4746.64956
175.17,4745.24717
175.2,4745.92287
175.19,4746.80155
175.2,4746.59186
175.21,4747.38122
175.23,4747.27945
175.24,4747.37873
175.25,4746.94634
175.26,4748.6156
175.26,4748.68004
175.29,4748.38881
175.28,4748.2295
175.3,4748.62873
175.31,4749.17935
175.31,4748.08144
175.34,4748.86341
175.32,4749.67207
175.34,4749.84784
175.36,4749.6823
175.35,4750.10244
175.39,4749.25197
175.38,4749.00867
175.4,4749.89619
175.41,4749.90679
175.41,4750.50116
175.42,4751.01589
175.44,4750.70048
175.43,4750.75911
175.45,4750.58905
175.46,4750.5768
175.47,4752.80116
175.48,4752.28055
175.49,4751.17015
175.5,4751.74278
175.51,4753.56655
175.52,4752.01843
175.51,4752.32465
175.54,4751.71991
175.53,4752.6681
175.55,4753.87672
175.57,4754.08994
175.58,4755.16603
175.57,4753.1587
175.59,4753.89253
175.59,4753.30699
175.61,4753.53257
175.62,4753.96923
175.65,4753.21804
175.64,4754.70367
175.67,4754.80326
175.68,4754.5023
175.67,4754.8657
175.72,4755.55026
175.68,4755.44115
175.72,4755.28844
175.73,4756.12089
175.73,4755.33256
175.76,4756.47617
175.76,4756.82149
175.77,4756.58028
175.76,4756.94327
175.78,4756.82492
175.78,4756.68102
175.82,4758.21318
175.82,4758.19766
175.84,4756.35753
175.84,4758.13058
175.84,4759.79722
175.86,4758.87903
175.88,4757.40655
175.88,4758.46628
175.88,4758.57687
175.89,4758.92445
175.9,4758.94556
175.91,4759.74095
175.92,4759.56392
175.94,4757.96631
175.93,4758.94045
175.95,4760.0644
175.97,4759.75165
175.97,4759.54103
175.99,4760.91037
176.01,4761.01831
176.01,4761.27263
176.01,4759.86752
176.03,4759.51232
176.03,4760.32763
176.05,4760.85413
176.06,4760.77662
176.07,4762.31838
176.07,4763.02143
176.08,4762.6437
176.09,4762.69636
176.11,4762.14644
176.12,4762.53834
176.12,4762.67084
176.13,4762.56087
176.14,4763.03361
176.15,4763.36191
176.16,4763.24016
176.16,4763.76611
176.18,4763.56597
176.2,4763.2794
176.2,4766.55391
176.21,4763.47766
176.23,4765.48197
176.23,4765.49383
176.24,4765.29807
176.24,4765.24266
176.26,4765.06616
176.27,4764.5344
176.3,4766.86101
176.29,4765.20403
176.29,4766.23632
176.31,4765.32895
176.32,4766.94464
176.32,4765.52235
176.36,4766.8073
176.36,4766.09875
176.36,4768.00293
176.36,4767.74256
176.38,4767.23601
176.38,4768.22853
176.4,4767.58232
176.42,4766.48558
176.42,4768.18104
176.41,4768.72455
176.44,4769.80191
176.44,4769.12237
176.46,4768.43393
176.46,4768.39054
176.46,4769.13005
176.5,4769.32804
176.47,4769.93242
176.49,4769.29074
176.52,4770.14787
176.51,4770.40386
176.52,4769.76719
176.54,4770.31249
176.54,4769.70489
176.56,4770.76374
176.55,4771.44329
176.57,4770.33818
176.59,4771.31657
176.58,4771.58541
176.61,4771.94626
176.6,4771.9509
176.62,4771.27505
176.62,4770.84288
176.62,4772.88448
176.63,4772.66051
176.65,4772.54962
176.66,4774.71853
176.66,4771.10026
176.68,4772.64615
176.68,4772.80444
176.69,4773.61031
176.7,4772.30849
176.69,4772.90132
176.72,4773.01908
176.71,4774.89786
176.73,4773.73135
176.73,4771.38323
176.77,4772.71381
176.74,4775.17493
176.75,4774.39748
176.78,4774.8757
176.79,4774.01953
176.79,4774.51379
176.79,4774.97867
176.8,4775.81507
176.81,4774.57995
176.82,4775.17734
176.84,4775.47526
176.86,4775.31024
176.83,4775.96516
176.86,4776.29744
176.88,4776.44747
176.88,4776.37357
176.89,4775.46781
176.87,4776.6506
176.9,4776.33748
176.9,4779.20907
176.91,4776.44636
176.92,4778.35296
176.93,4777.68407
176.95,4778.13235
176.98,4778.48698
176.95,4777.21382
176.96,4779.65811
176.97,4778.32076
176.98,4778.13132
177,4778.919
177.01,4778.38563
176.99,4778.67944
177.01,4778.34104
177.03,4779.76536
177.02,4779.01045
177.04,4780.1422
177.05,4779.79205
177.05,4780.36601
177.07,4780.08153
177.08,4780.1342
177.07,4779.77358
177.09,4780.23856
177.1,4782.47695
177.12,4780.92558
177.13,4780.69446
177.13,4781.44016
177.13,4782.66742
177.15,4781.12445
177.15,4781.26866
177.17,4780.5761
177.16,4781.45621
177.17,4781.59844
177.17,4782.72329
177.19,4782.23601
177.21,4783.16658
177.21,4780.71699
177.22,4783.13921
177.24,4784.12145
177.23,4781.99994
177.25,4783.57265
177.27,4783.50362
177.26,4783.29094
177.28,4783.34222
177.28,4783.42516
177.28,4784.56765
177.29,4783.43291
177.31,4784.03554
177.31,4785.22511
177.32,4785.0584
177.33,4784.43662
177.35,4785.97158
177.36,4785.52644
177.36,4785.36168
177.37,4784.57146
177.36,4784.90903
177.37,4787.17389
177.39,4785.34389
177.38,4786.50243
177.42,4785.38646
177.43,4785.92186
177.42,4786.13543
177.43,4786.31826
177.45,4787.01407
177.45,4787.33727
177.46,4785.38411
177.49,4786.77605
177.47,4788.18077
177.48,4787.31984
177.49,4788.17845
177.5,4787.89352
177.51,4786.76045
177.5,4787.82967
177.5,4787.48622
177.53,4788.2304
177.53,4789.33838
177.55,4788.48162
177.57,4789.44587
177.58,4789.16855
177.58,4788.24792
177.59,4789.00735
177.58,4789.60362
177.6,4789.92961
177.64,4790.52837
177.63,4789.49746
177.63,4790.63073
177.64,4791.35929
177.64,4789.68218
177.67,4790.37778
177.67,4791.13449
177.68,4789.67077
177.68,4791.43309
177.69,4791.4398
177.7,4791.13922
177.7,4791.00044
177.71,4792.02801
177.71,4790.44104
177.74,4790.99694
177.75,4792.12126
177.77,4793.8133
177.77,4791.93889
177.78,4792.14479
177.77,4793.29192
177.77,4793.52843
177.8,4794.66929
177.81,4792.17416
177.84,4793.68259
177.81,4793.27405
177.84,4792.93201
177.84,4792.09269
177.84,4793.72791
177.86,4792.71328
177.86,4795.09068
177.9,4793.72124
177.9,4794.33745
177.89,4795.56471
177.9,4794.24596
177.92,4793.83747
177.92,4795.16722
177.94,4795.01653
177.94,4794.44473
177.96,4795.47997
177.95,4794.89851
177.97,4795.83105
177.98,4795.17252
177.99,4795.75587
178.01,4795.31414
178,4798.22995
178,4797.76686
178.02,4796.78539
178.03,4796.37228
178.03,4796.44487
178.06,4798.30279
178.06,4796.09653
178.06,4796.80718
178.07,4797.62288
178.07,4797.63022
178.1,4798.319
178.1,4798.48923
178.1,4798.69236
178.13,4798.40958
178.11,4798.17225
178.12,4798.06774
178.13,4798.52411
178.13,4798.14397
178.16,4799.14588
178.15,4799.01018
178.18,4799.00536
178.19,4800.61439
178.18,4799.27478
178.2,4799.86974
178.2,4799.5924
178.22,4800.5207
178.22,4799.38192
178.25,4799.96279
178.24,4802.24562
178.25,4800.15292
178.26,4800.29836
178.27,4800.75195
178.29,4801.29804
178.3,4799.95682
178.29,4800.94344
178.31,4801.91219
178.32,4802.84395
178.33,4802.49878
178.34,4802.02378
178.34,4801.87938
178.36,4803.32934
178.36,4802.97356
178.38,4801.93853
178.37,4802.85981
178.38,4802.75872
178.4,4804.5812
178.4,4804.00065
178.42,4803.67478
178.41,4801.82289
178.42,4804.39379
178.44,4805.52377
178.46,4804.69733
178.46,4803.33203
178.45,4804.44245
178.48,4804.4794
178.48,4805.31006
178.49,4806.12881
178.5,4804.87035
178.5,4803.92561
178.53,4806.27351
178.53,4806.28227
178.53,4805.54888
178.55,4805.1027
178.57,4806.26083
178.55,4806.38022
178.58,4806.80521
178.58,4805.58301
178.58,4806.39297
178.59,4806.79658
178.6,4806.15342
178.63,4807.86506
178.62,4807.59963
178.64,4806.93706
178.63,4807.32681
178.67,4807.97288
178.65,4807.922
178.67,4807.09531
178.68,4808.92157
178.69,4809.53012
178.7,4807.67745
178.71,4807.40785
178.7,4808.42185
178.71,4808.99973
178.74,4808.22682
178.74,4808.65319
178.75,4810.15278
178.76,4808.71659
178.77,4808.42669
178.78,4809.00209
178.81,4809.55129
178.77,4810.1121
178.79,4810.47062
178.8,4810.54086
178.83,4809.9113
178.82,4810.10246
178.81,4810.55126
178.84,4812.61639
178.86,4811.33692
178.86,4812.05808
178.88,4810.86026
178.88,4810.44476
178.9,4812.26781
178.9,4811.84575
178.9,4811.93202
178.91,4812.42609
178.93,4811.5773
178.94,4813.06772
178.93,4812.3129
178.97,4812.26532
178.96,4814.8751
178.96,4813.82265
178.99,4810.99267
178.99,4812.92164
178.98,4812.73171
179.01,4812.90853
179.03,4813.07149
179.03,4813.77124
179.04,4813.92814
179.05,4813.54233
179.05,4813.32689
179.07,4815.69799
179.07,4815.6377
179.07,4814.74722
179.07,4814.98829
179.09,4814.50669
179.12,4816.08222
179.12,4814.50506
179.13,4816.10431
179.13,4816.9594
179.14,4816.24976
179.16,4815.99953
179.16,4815.62602
179.16,4816.52051
179.18,4816.46379
179.19,4815.81269
179.2,4817.38544
179.19,4816.89843
179.2,4816.83358
179.22,4817.31314
179.23,4816.74238
179.22,4816.4105
179.25,4817.3512
179.25,4817.51535
179.27,4818.28708
179.27,4819.35855
179.28,4819.40602
179.28,4818.59471
179.31,4818.2675
179.3,4819.12188
179.32,4818.58196
179.34,4819.5426
179.33,4818.73482
179.36,4819.60743
179.35,4820.11788
179.35,4819.48891
179.36,4819.21964
179.37,4819.61567
179.38,4820.90851
179.41,4820.24462
179.41,4821.58456
179.42,4819.74018
179.43,4820.37991
179.45,4820.43598
179.44,4823.00375
179.46,4820.5306
179.46,4821.21997
179.46,4820.78376
179.49,4821.40229
179.48,4821.9728
179.52,4821.88797
179.51,4822.27331
179.51,4823.15989
179.53,4822.35024
179.53,4822.46753
179.54,4822.85532
179.56,4822.8248
179.57,4822.2324
179.56,4822.36904
179.58,4823.3903
179.6,4823.45744
179.61,4822.97275
179.59,4823.46314
179.6,4825.08847
179.62,4824.30075
179.63,4824.39887
179.64,4824.37139
179.65,4825.0954
179.65,4825.49717
179.66,4823.92913
179.68,4824.72019
179.68,4826.24069
179.71,4826.732
179.71,4825.03162
179.7,4826.27492
179.7,4827.1011
179.73,4826.19556
179.74,4826.41259
179.74,4826.41637
179.77,4825.79094
179.78,4826.45353
179.77,4827.99625
179.77,4827.0343
179.78,4827.35262
179.78,4827.02761
179.81,4827.21993
179.8,4826.13653
179.84,4826.91707
179.82,4828.18392
179.84,4828.44728
179.85,4827.98877
179.85,4826.69152
179.88,4828.0541
179.88,4828.78176
179.88,4829.17927
179.9,4828.63274
179.92,4829.62091
179.93,4829.07659
179.91,4828.96144
179.92,4830.59416
179.94,4829.83297
179.94,4830.27671
179.96,4830.88216
179.98,4830.99072
179.96,4830.50278
179.99,4830.08629
180.01,4830.26333
180,4832.55265
180,4831.9453
180.02,4831.82397
180.02,4831.04465
180.03,4831.24104
180.05,4831.84743
180.05,4832.81991
180.07,4832.2519
180.06,4831.40456
180.09,4831.41065
180.07,4833.84752
180.08,4832.83709
180.1,4833.49695
180.12,4832.53927
180.12,4834.74723
180.14,4832.8899
180.14,4833.16447
180.13,4834.1429
180.15,4834.28948
180.16,4832.13516
180.15,4834.53166
180.18,4835.10513
180.16,4834.28623
180.2,4835.71788
180.19,4835.60079
180.22,4834.59026
180.2,4834.41583
180.23,4834.96113
180.25,4834.99664
180.25,4834.86266
180.26,4835.46827
180.26,4836.30477
180.28,4835.86517
180.29,4834.98051
180.3,4835.82397
180.32,4835.3128
180.32,4836.75103
180.3,4836.88332
180.33,4836.01033
180.33,4836.33819
180.34,4838.82662
180.35,4836.59809
180.37,4836.23238
180.37,4837.43447
180.4,4837.22944
180.4,4837.80014
180.39,4838.44821
180.4,4838.4309
180.41,4839.00139
180.43,4838.93143
180.43,4837.63383
180.45,4838.89103
180.46,4838.25057
180.46,4838.36744
180.48,4837.22182
180.47,4838.44677
180.48,4839.25649
180.5,4840.20434
180.5,4839.83716
180.52,4839.9135
180.52,4840.98402
180.53,4839.72542
180.52,4839.46074
180.54,4840.52788
180.55,4840.18578
180.55,4841.26311
180.57,4840.59445
180.57,4840.74602
180.6,4840.60758
180.59,4841.90242
180.63,4840.32928
180.62,4841.36086
180.63,4842.24405
180.62,4841.1434
180.65,4842.21459
180.64,4842.06035
180.65,4843.48419
180.65,4842.31611
180.68,4842.8656
180.7,4842.80677
180.7,4845.1985
180.71,4843.37001
180.72,4844.31929
180.71,4844.86686
180.74,4842.5983
180.75,4843.27653
180.75,4844.26412
180.75,4846.36812
180.76,4844.56954
180.78,4844.4831
180.79,4845.03995
180.79,4844.87773
180.81,4845.44123
180.79,4845.87041
180.82,4847.50456
180.83,4844.56131
180.84,4848.26626
180.86,4847.76616
180.87,4845.19899
180.85,4847.05788
180.87,4847.09607
180.9,4846.82252
180.89,4845.72762
180.91,4845.76372
180.9,4844.97896
180.91,4846.96535
180.92,4845.39846
180.93,4848.29407
180.95,4845.78089
180.96,4847.70876
180.96,4849.2396
180.97,4849.79108
180.98,4849.09643
181,4846.96099
181,4848.76479
181.02,4848.98388
181.02,4847.67149
181.04,4848.12926
181.02,4848.14987
181.04,4848.25484
181.05,4847.97576
181.05,4847.85464
181.08,4850.20802
181.06,4848.32249
181.09,4849.95431
181.09,4849.28713
181.09,4849.85145
181.11,4849.48019
181.14,4849.83276
181.13,4850.61721
181.15,4849.98062
181.15,4851.4596
181.16,4850.66978
181.17,4851.48947
181.17,4850.70001
181.17,4852.01542
181.2,4851.20946
181.2,4850.68842
181.21,4851.12601
181.22,4852.58475
181.22,4851.98879
181.21,4852.38222
181.25,4851.53802
181.25,4852.53362
181.25,4854.05229
181.29,4853.43381
181.3,4851.93489
181.3,4852.60484
181.3,4853.20878
181.29,4852.95842
181.31,4853.19662
181.32,4852.93012
181.32,4854.41884
181.35,4853.80139
181.35,4853.68042
181.35,4855.22312
181.38,4853.51964
181.37,4853.70962
181.39,4854.31429
181.4,4855.30579
181.4,4855.09227
181.41,4855.58502
181.41,4855.1583
181.42,4855.25024
181.44,4854.81447
181.45,4856.22936
181.46,4855.7972
181.46,4855.98888
181.48,4855.93315
181.47,4856.50042
181.48,4857.02068
181.48,4855.98636
181.5,4858.13871
181.53,4857.61838
181.54,4856.56911
181.54,4857.0519
181.55,4857.9276
181.57,4857.66629
181.56,4855.5103
181.58,4858.32937
181.57,4858.64814
181.59,4858.01741
181.59,4858.07282
181.6,4857.41424
181.62,4858.62386
181.63,4859.34633
181.61,4858.306
181.64,4858.53519
181.63,4859.6062
181.67,4860.18691
181.66,4859.22353
181.69,4859.96786
181.69,4860.29889
181.68,4859.56828
181.68,4859.61718
181.71,4861.30603
181.74,4859.61538
181.73,4859.53435
181.72,4861.54385
181.75,4861.08902
181.75,4860.01517
181.76,4863.47701
181.76,4861.21303
181.78,4863.36432
181.78,4861.11041
181.79,4862.50149
181.8,4862.51994
181.81,4861.21
181.8,4862.17485
181.82,4861.33476
181.83,4863.14538
181.85,4862.48255
181.84,4862.97332
181.85,4862.18603
181.89,4864.08124
181.89,4864.20078
181.89,4865.05239
181.9,4862.18393
181.91,4864.05171
181.91,4865.18996
181.93,4863.53617
181.92,4863.96592
181.94,4864.75848
181.96,4865.18397
181.96,4863.49534
181.96,4864.65912
181.98,4865.07441
181.98,4864.62393
182,4864.33163
182,4865.58464
182,4866.54758
182.02,4865.81413
182.04,4866.14338
182.03,4866.74849
182.05,4865.72833
182.06,4867.31711
182.07,4865.87876
182.08,4866.20148
182.08,4866.55536
182.09,4867.83577
182.11,4867.06393
182.11,4867.49927
182.12,4866.63635
182.12,4867.04288
182.14,4868.44018
182.13,4869.32019
182.16,4867.91215
182.15,4868.10216
182.17,4867.65843
182.17,4869.72893
182.19,4868.69793
182.19,4868.75965
182.2,4868.5407
182.21,4869.32913
182.23,4869.51279
182.22,4869.3121
182.25,4869.04829
182.25,4870.87288
182.26,4869.69761
182.25,4869.4135
182.27,4871.13379
182.29,4871.58994
182.27,4870.0244
182.28,4869.31151
182.3,4871.64787
182.32,4870.97821
182.33,4870.69758
182.33,4869.51614
182.34,4871.27923
182.33,4873.38919
182.37,4871.61422
182.36,4871.8238
182.38,4873.14123
182.37,4871.49007
182.39,4873.31741
182.41,4871.80933
182.41,4873.04083
182.42,4873.38531
182.44,4871.74287
182.42,4872.75668
182.45,4873.66839
182.45,4873.67843
182.46,4872.77354
182.47,4873.85308
182.47,4873.26042
182.49,4872.7313
182.49,4873.70106
182.51,4874.97238
182.52,4873.59418
182.51,4874.17939
182.54,4873.84041
182.53,4873.12745
182.54,4874.46801
182.54,4873.944
182.56,4875.218
182.57,4875.43528
182.58,4875.27921
182.58,4875.0452
182.6,4876.40915
182.62,4875.91477
182.62,4874.82529
182.62,4876.02489
182.63,4876.35245
182.64,4875.58725
182.64,4876.46191
182.65,4877.53622
182.68,4877.49834
182.67,4876.3079
182.68,4876.09859
182.7,4879.78765
182.71,4877.43913
182.71,4875.6295
182.75,4878.74458
182.74,4878.30259
182.72,4877.6199
182.73,4878.81825
182.75,4878.76215
182.76,4878.31332
182.77,4877.64327
182.78,4879.09463
182.79,4877.19101
182.8,4879.26995
182.81,4879.69028
182.82,4879.67911
182.81,4881.32471
182.82,4879.59626
182.83,4878.98773
182.84,4879.9359
182.85,4880.92536
182.87,4881.03107
182.89,4880.75958
182.88,4882.00514
182.89,4880.45949
182.9,4881.40935
182.92,4882.27695
182.9,4881.14723
182.92,4881.97707
182.93,4881.2048
182.95,4882.09366
182.96,4881.97467
182.94,4881.83989
182.97,4882.70905
182.99,4882.34712
182.96,4882.2287
182.99,4882.32253
183.01,4882.59734
183,4883.71367
183.03,4882.32133
183.03,4882.75582
